Café_name,Café_city,Venue_name,Venue_cat,Venue_catID
Les Mauvais Joueurs,Paris,Lulu H,Women's Store,4bf58dd8d48988d108951735
Les Mauvais Joueurs,Paris,Christian Gilles,Salon / Barbershop,4bf58dd8d48988d110951735
Les Mauvais Joueurs,Paris,Wimoov,Building,4bf58dd8d48988d130941735
Les Mauvais Joueurs,Paris,Atelier De Pavlos,Office,4bf58dd8d48988d124941735
Les Mauvais Joueurs,Paris,789 Music,Karaoke Bar,4bf58dd8d48988d120941735
Les Mauvais Joueurs,Paris,Les Archivistes Office,Office,4bf58dd8d48988d124941735
Les Mauvais Joueurs,Paris,Agriconfiance,Professional & Other Places,4d4b7105d754a06375d81259
Les Mauvais Joueurs,Paris,Big Badges,Office,4bf58dd8d48988d124941735
Les Mauvais Joueurs,Paris,Wister,Tech Startup,4bf58dd8d48988d125941735
Les Mauvais Joueurs,Paris,56 rue Sedaine,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Les Mauvais Joueurs,Paris,Speedcast,Convention Center,4bf58dd8d48988d1ff931735
Les Mauvais Joueurs,Paris,La Boutonnière,Comedy Club,4bf58dd8d48988d18e941735
Les Mauvais Joueurs,Paris,Fédération Nationale des Sapeurs-Pompiers de France,Office,4bf58dd8d48988d124941735
Laluditavern,Pau,Little  Monkey Bar,Bar,4bf58dd8d48988d116941735
Laluditavern,Pau,Adour Hotel Pau,Hotel,4bf58dd8d48988d1fa931735
Laluditavern,Pau,Fika Pause Nordic,Coffee Shop,4bf58dd8d48988d1e0931735
Laluditavern,Pau,Le Continental,Restaurant,4bf58dd8d48988d1c4941735
Laluditavern,Pau,Place Clemenceau,Plaza,4bf58dd8d48988d164941735
Laluditavern,Pau,Sushi Shop,Sushi Restaurant,4bf58dd8d48988d1d2941735
Laluditavern,Pau,Détours,French Restaurant,4bf58dd8d48988d10c941735
Laluditavern,Pau,Brit Hotel Bosquet Pau,Hotel,4bf58dd8d48988d1fa931735
Laluditavern,Pau,Connemara Irish Pub,Irish Pub,52e81612bcbc57f1066b7a06
Laluditavern,Pau,Best Western Continental,Hotel,4bf58dd8d48988d1fa931735
Laluditavern,Pau,Nature et Découvertes Pau,Gift Shop,4bf58dd8d48988d128951735
Laluditavern,Pau,celio,Men's Store,4bf58dd8d48988d106951735
Laluditavern,Pau,Le Tison,Pizza Place,4bf58dd8d48988d1ca941735
Laluditavern,Pau,La Poste,Post Office,4bf58dd8d48988d172941735
Laluditavern,Pau,H&M,Clothing Store,4bf58dd8d48988d103951735
Laluditavern,Pau,Nature Et Decouvertes,Hobby Shop,4bf58dd8d48988d1fb941735
Laluditavern,Pau,la couronne,Candy Store,4bf58dd8d48988d117951735
Laluditavern,Pau,iConcept Pau,Electronics Store,4bf58dd8d48988d122951735
Laluditavern,Pau,Hotel Le Bourbon Pau,Hotel,4bf58dd8d48988d1fa931735
Laluditavern,Pau,Hotel Bristol Sarl,Hotel,4bf58dd8d48988d1fa931735
Laluditavern,Pau,Andre,Shoe Store,4bf58dd8d48988d107951735
Laluditavern,Pau,La Cerise Sur Le Gâteau,Tea Room,4bf58dd8d48988d1dc931735
Laluditavern,Pau,Café de l'Europe,Café,4bf58dd8d48988d16d941735
Laluditavern,Pau,L'Onglerie,Nail Salon,4f04aa0c2fb6e1c99f3db0b8
Laluditavern,Pau,Tropical Cafe,Bar,4bf58dd8d48988d116941735
Laluditavern,Pau,Le Palais De Fez Pau,Moroccan Restaurant,4bf58dd8d48988d1c3941735
Laluditavern,Pau,SEPHORA,Cosmetics Shop,4bf58dd8d48988d10c951735
Laluditavern,Pau,Foot Locker,Clothing Store,4bf58dd8d48988d103951735
Laluditavern,Pau,Specialites Marocaines,Caribbean Restaurant,4bf58dd8d48988d144941735
Laluditavern,Pau,Brooklyn,Clothing Store,4bf58dd8d48988d103951735
Laluditavern,Pau,SFR,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc
Laluditavern,Pau,Le Cristal,Café,4bf58dd8d48988d16d941735
Laluditavern,Pau,L'adresse,Lounge,4bf58dd8d48988d121941735
Laluditavern,Pau,Oscar & Owen,Pub,4bf58dd8d48988d11b941735
Laluditavern,Pau,Préfecture des Pyrénées-Atlantiques,Government Building,4bf58dd8d48988d126941735
Laluditavern,Pau,les pipelettes,Restaurant,4bf58dd8d48988d1c4941735
Laluditavern,Pau,Dr Sylvie Harmant,Doctor's Office,4bf58dd8d48988d177941735
Laluditavern,Pau,Colombus Café & Co,Café,4bf58dd8d48988d16d941735
Laluditavern,Pau,Le Bakara,Bar,4bf58dd8d48988d116941735
Laluditavern,Pau,You Sushi,Sushi Restaurant,4bf58dd8d48988d1d2941735
Laluditavern,Pau,LCL Banque Privée (LCL Banque et assurance),Bank,4bf58dd8d48988d10a951735
Laluditavern,Pau,lacaze helene,Dentist's Office,4bf58dd8d48988d178941735
Laluditavern,Pau,L’Interprète,Bistro,52e81612bcbc57f1066b79f1
Laluditavern,Pau,Les Sardines,Lounge,4bf58dd8d48988d121941735
Laluditavern,Pau,Les contrebandiers,Tapas Restaurant,4bf58dd8d48988d1db931735
Laluditavern,Pau,Le Boga Boga,Bar,4bf58dd8d48988d116941735
Laluditavern,Pau,Résidence Latapie,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Laluditavern,Pau,Pharmacie de la Poste,Pharmacy,4bf58dd8d48988d10f951735
Laluditavern,Pau,Chez Pierre,French Restaurant,4bf58dd8d48988d10c941735
Laluditavern,Pau,L'entrecôte,Pizza Place,4bf58dd8d48988d1ca941735
Laluditavern,Pau,Connemara Nightpub,Nightclub,4bf58dd8d48988d11f941735
Laluditavern,Pau,Boulangerie du Moulin de Marsan,Bakery,4bf58dd8d48988d16a941735
Laluditavern,Pau,Caves Bacqué,Wine Shop,4bf58dd8d48988d119951735
Laluditavern,Pau,La Tagliatella Pau,Italian Restaurant,4bf58dd8d48988d110941735
Laluditavern,Pau,Po nouilles,Asian Restaurant,4bf58dd8d48988d142941735
Laluditavern,Pau,Yves Rocher,Cosmetics Shop,4bf58dd8d48988d10c951735
Laluditavern,Pau,Opticien Alain Afflelou,Optical Shop,4d954afda243a5684865b473
Laluditavern,Pau,Bachi Bouzouk,Bookstore,4bf58dd8d48988d114951735
Laluditavern,Pau,United Colors of Benetton,Clothing Store,4bf58dd8d48988d103951735
Laluditavern,Pau,Bershka,Women's Store,4bf58dd8d48988d108951735
Laluditavern,Pau,Mezzo Di Pasta,Fast Food Restaurant,4bf58dd8d48988d16e941735
Laluditavern,Pau,Orcanta Lingerie,Lingerie Store,4bf58dd8d48988d109951735
Laluditavern,Pau,Zara,Clothing Store,4bf58dd8d48988d103951735
Laluditavern,Pau,Les Papilles Insolites,French Restaurant,4bf58dd8d48988d10c941735
Laluditavern,Pau,Sacem,Music Venue,4bf58dd8d48988d1e5931735
Laluditavern,Pau,HELLEBORE- FLEUR DE PAU,Flower Shop,4bf58dd8d48988d11b951735
Laluditavern,Pau,Agence BNP Paribas,Bank,4bf58dd8d48988d10a951735
Laluditavern,Pau,Yellow Bagel,Bagel Shop,4bf58dd8d48988d179941735
Laluditavern,Pau,Nooï (Pâtes à Emporter),Fast Food Restaurant,4bf58dd8d48988d16e941735
Laluditavern,Pau,Pedaregaix,Optical Shop,4d954afda243a5684865b473
Laluditavern,Pau,Cabinet Dentiste,Dentist's Office,4bf58dd8d48988d178941735
Laluditavern,Pau,A Tavola,Italian Restaurant,4bf58dd8d48988d110941735
Laluditavern,Pau,Tommy Barber,Salon / Barbershop,4bf58dd8d48988d110951735
Laluditavern,Pau,adidas Originals Store Pau,Sporting Goods Shop,4bf58dd8d48988d1f2941735
Laluditavern,Pau,Banette,Bakery,4bf58dd8d48988d16a941735
Laluditavern,Pau,Métropole,Café,4bf58dd8d48988d16d941735
Laluditavern,Pau,Cub'Ink,Paper / Office Supplies Store,4bf58dd8d48988d121951735
Laluditavern,Pau,L'insolite,Miscellaneous Shop,4bf58dd8d48988d1ff941735
Laluditavern,Pau,Marylor,Shoe Store,4bf58dd8d48988d107951735
Laluditavern,Pau,Nouvelles Galeries,Miscellaneous Shop,4bf58dd8d48988d1ff941735
Laluditavern,Pau,CCAS Pau,Building,4bf58dd8d48988d130941735
Laluditavern,Pau,Rip Curl,Boutique,4bf58dd8d48988d104951735
Laluditavern,Pau,Calame,Jewelry Store,4bf58dd8d48988d111951735
Laluditavern,Pau,Hair Modling,Salon / Barbershop,4bf58dd8d48988d110951735
Laluditavern,Pau,saint louis de gonzague,Monument / Landmark,4bf58dd8d48988d12d941735
Laluditavern,Pau,Bora Bora,Sports Bar,4bf58dd8d48988d11d941735
Laluditavern,Pau,Coast 2 Coast,Boutique,4bf58dd8d48988d104951735
Laluditavern,Pau,L'Encrier & Pylônes,Gift Shop,4bf58dd8d48988d128951735
Laluditavern,Pau,Hotel Le Central,Resort,4bf58dd8d48988d12f951735
Laluditavern,Pau,Franck Provost,Salon / Barbershop,4bf58dd8d48988d110951735
Laluditavern,Pau,Bijouterie Arnautou,Jewelry Store,4bf58dd8d48988d111951735
Laluditavern,Pau,Oxys,Office,4bf58dd8d48988d124941735
Laluditavern,Pau,Master Pizza,Pizza Place,4bf58dd8d48988d1ca941735
Laluditavern,Pau,Salon de coiffure Jean-Luc Chabbert,Salon / Barbershop,4bf58dd8d48988d110951735
Laluditavern,Pau,Le Taste Croute,Pizza Place,4bf58dd8d48988d1ca941735
La malle d'Apolline,Reims,Monsieur,Salon / Barbershop,4bf58dd8d48988d110951735
La malle d'Apolline,Reims,Lycée Franklin Roosevelt,High School,4bf58dd8d48988d13d941735
La malle d'Apolline,Reims,Domino's Pizza Reims,Pizza Place,4bf58dd8d48988d1ca941735
La malle d'Apolline,Reims,Pont de l'avenue de Laon,Bridge,4bf58dd8d48988d1df941735
La malle d'Apolline,Reims,Rapid Pare-Brise,Auto Garage,52f2ab2ebcbc57f1066b8b44
La malle d'Apolline,Reims,Carrefour City,Supermarket,52f2ab2ebcbc57f1066b8b46
La malle d'Apolline,Reims,Station Saint-Thomas ⒶⒷ,Tram Station,52f2ab2ebcbc57f1066b8b51
La malle d'Apolline,Reims,Le Kébab Doré,Kebab Restaurant,5283c7b4e4b094cb91ec88d7
La malle d'Apolline,Reims,Self Roosevelt,French Restaurant,4bf58dd8d48988d10c941735
La malle d'Apolline,Reims,Église Saint-Thomas,Church,4bf58dd8d48988d132941735
La malle d'Apolline,Reims,Burger Chips,Burger Joint,4bf58dd8d48988d16c941735
La malle d'Apolline,Reims,Vox Café,Café,4bf58dd8d48988d16d941735
La malle d'Apolline,Reims,Salle 197,College Classroom,4bf58dd8d48988d1a0941735
La malle d'Apolline,Reims,Urfa kebab,Kebab Restaurant,5283c7b4e4b094cb91ec88d7
La malle d'Apolline,Reims,Bakkal,Deli / Bodega,4bf58dd8d48988d146941735
La malle d'Apolline,Reims,Residence Charbonneaux,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
La malle d'Apolline,Reims,Le Multicolore,Casino,4bf58dd8d48988d17c941735
La malle d'Apolline,Reims,La Suite Club,Music Venue,4bf58dd8d48988d1e5931735
La malle d'Apolline,Reims,Apparkfé,Café,4bf58dd8d48988d16d941735
La malle d'Apolline,Reims,Amelie D.,French Restaurant,4bf58dd8d48988d10c941735
La malle d'Apolline,Reims,Marne Agence,Real Estate Office,5032885091d4c4b30a586d66
La malle d'Apolline,Reims,Speedy,Automotive Shop,4bf58dd8d48988d124951735
La malle d'Apolline,Reims,A Mia Pizza,Italian Restaurant,4bf58dd8d48988d110941735
La malle d'Apolline,Reims,Ibis Centre,Hotel,4bf58dd8d48988d1fa931735
La malle d'Apolline,Reims,Parking gare de Reims longue durée - EFFIA,Parking,4c38df4de52ce0d596b336e1
La malle d'Apolline,Reims,Enterprise Location de voiture - Reims Centre,Rental Car Location,4bf58dd8d48988d1ef941735
La malle d'Apolline,Reims,ASSU 2000,Financial or Legal Service,503287a291d4c4b30a586d65
La malle d'Apolline,Reims,Dentiste,Dentist's Office,4bf58dd8d48988d178941735
La malle d'Apolline,Reims,LCL Banque et assurance,Bank,4bf58dd8d48988d10a951735
La malle d'Apolline,Reims,carrosserie remoise,Gas Station,4bf58dd8d48988d113951735
La malle d'Apolline,Reims,Caisse d'Epargne Laon,Bank,4bf58dd8d48988d10a951735
La malle d'Apolline,Reims,Arrêt Roosevelt ④,Bus Stop,52f2ab2ebcbc57f1066b8b4f
La malle d'Apolline,Reims,Suite Novotel,Hotel,4bf58dd8d48988d1fa931735
La malle d'Apolline,Reims,Pacha Coıffure,Salon / Barbershop,4bf58dd8d48988d110951735
La malle d'Apolline,Reims,ETS LECORCHET,Electronics Store,4bf58dd8d48988d122951735
La malle d'Apolline,Reims,Pharmacie du Progrès,Pharmacy,4bf58dd8d48988d10f951735
La malle d'Apolline,Reims,Le King,Turkish Restaurant,4f04af1f2fb6e1c99f3db0bb
La malle d'Apolline,Reims,Moos Optic,Optical Shop,4d954afda243a5684865b473
La malle d'Apolline,Reims,Le Parisien,Hotel,4bf58dd8d48988d1fa931735
La malle d'Apolline,Reims,Lumin&Sens,Nail Salon,4f04aa0c2fb6e1c99f3db0b8
La malle d'Apolline,Reims,NRJ Reims 100.6,Office,4bf58dd8d48988d124941735
La malle d'Apolline,Reims,Internet café,Coffee Shop,4bf58dd8d48988d1e0931735
La malle d'Apolline,Reims,Club 21,Nightclub,4bf58dd8d48988d11f941735
La malle d'Apolline,Reims,Salle 195,College Classroom,4bf58dd8d48988d1a0941735
La malle d'Apolline,Reims,Balance Novotel Fitness,Gym / Fitness Center,4bf58dd8d48988d175941735
La malle d'Apolline,Reims,Timhotel,Hotel,4bf58dd8d48988d1fa931735
La malle d'Apolline,Reims,Table Saint Thomas,French Restaurant,4bf58dd8d48988d10c941735
La malle d'Apolline,Reims,Station Schneiter ⒶⒷ,Tram Station,52f2ab2ebcbc57f1066b8b51
La malle d'Apolline,Reims,Bar Brasserie Le Tram's,Bar,4bf58dd8d48988d116941735
La malle d'Apolline,Reims,Restaurant Dragon d'Or,Chinese Restaurant,4bf58dd8d48988d145941735
La malle d'Apolline,Reims,Le Must,Cocktail Bar,4bf58dd8d48988d11e941735
La malle d'Apolline,Reims,Musée de la reddition,History Museum,4bf58dd8d48988d190941735
La malle d'Apolline,Reims,3W Gallery - Galerie d'Art Contemporain,Art Gallery,4bf58dd8d48988d1e2931735
La malle d'Apolline,Reims,Europcar,Rental Car Location,4bf58dd8d48988d1ef941735
La malle d'Apolline,Reims,arret de bus St Benoit,Bus Stop,52f2ab2ebcbc57f1066b8b4f
La malle d'Apolline,Reims,Agence BNP Paribas,Bank,4bf58dd8d48988d10a951735
La malle d'Apolline,Reims,Fleur de sel,Flower Shop,4bf58dd8d48988d11b951735
La malle d'Apolline,Reims,LMDE,Financial or Legal Service,503287a291d4c4b30a586d65
La malle d'Apolline,Reims,centre medical boulingrin,Medical Center,4bf58dd8d48988d104941735
La malle d'Apolline,Reims,Hotel Alhambra,Hotel,4bf58dd8d48988d1fa931735
La malle d'Apolline,Reims,Kebab Cernay 2,Kebab Restaurant,5283c7b4e4b094cb91ec88d7
La malle d'Apolline,Reims,La Capsule Reims Coworking,Coworking Space,4bf58dd8d48988d174941735
La malle d'Apolline,Reims,Lentrepotes Cafe,Café,4bf58dd8d48988d16d941735
La malle d'Apolline,Reims,Place de la République,Plaza,4bf58dd8d48988d164941735
La malle d'Apolline,Reims,Porte Mars,Historic Site,4deefb944765f83613cdba6e
La malle d'Apolline,Reims,Hôtel Porte Mars,Hotel,4bf58dd8d48988d1fa931735
La malle d'Apolline,Reims,Square de la Porte de Mars,Park,4bf58dd8d48988d163941735
La malle d'Apolline,Reims,L Anticrise,Brewery,50327c8591d4c4b30a586d5d
La malle d'Apolline,Reims,boulangerie Petit,Bakery,4bf58dd8d48988d16a941735
La malle d'Apolline,Reims,Église Saint Martin de Mutigny,Church,4bf58dd8d48988d132941735
La malle d'Apolline,Reims,RSI,Government Building,4bf58dd8d48988d126941735
La malle d'Apolline,Reims,Le Soa,Nightclub,4bf58dd8d48988d11f941735
La malle d'Apolline,Reims,les trois petits bouchons,Wine Bar,4bf58dd8d48988d123941735
La malle d'Apolline,Reims,Che Diego,Latin American Restaurant,4bf58dd8d48988d1be941735
La malle d'Apolline,Reims,Champagne Charles de Cazanove,Winery,4bf58dd8d48988d14b941735
La malle d'Apolline,Reims,Cave Champagne Charles De Casanove,Winery,4bf58dd8d48988d14b941735
La malle d'Apolline,Reims,Well K Home,Restaurant,4bf58dd8d48988d1c4941735
La malle d'Apolline,Reims,Les caves du Boulingrin,Restaurant,4bf58dd8d48988d1c4941735
La malle d'Apolline,Reims,Brasserie Le Clairmarais,Brasserie,57558b36e4b065ecebd306b0
La malle d'Apolline,Reims,Poissonerie des halles,Seafood Restaurant,4bf58dd8d48988d1ce941735
La malle d'Apolline,Reims,Le Bocal,Seafood Restaurant,4bf58dd8d48988d1ce941735
La malle d'Apolline,Reims,À l'ère du temps,Restaurant,4bf58dd8d48988d1c4941735
La malle d'Apolline,Reims,Marmaris,Turkish Restaurant,4f04af1f2fb6e1c99f3db0bb
La malle d'Apolline,Reims,Crédit Mutuel,Bank,4bf58dd8d48988d10a951735
La malle d'Apolline,Reims,La Rosée,French Restaurant,4bf58dd8d48988d10c941735
La malle d'Apolline,Reims,Coiffeur Only Lady,Salon / Barbershop,4bf58dd8d48988d110951735
La malle d'Apolline,Reims,Cirque Arlette Gruss A Reims,Circus,52e81612bcbc57f1066b79e7
La malle d'Apolline,Reims,Maydem,Turkish Restaurant,4f04af1f2fb6e1c99f3db0bb
L'Heure du Jeu - Champs Libres,Rennes,Novotel Rennes Centre Gare,Hotel,4bf58dd8d48988d1fa931735
L'Heure du Jeu - Champs Libres,Rennes,Eat SUSHI,Sushi Restaurant,4bf58dd8d48988d1d2941735
L'Heure du Jeu - Champs Libres,Rennes,"Arrêt Champs Libres [1,2,11]",Bus Stop,52f2ab2ebcbc57f1066b8b4f
L'Heure du Jeu - Champs Libres,Rennes,Gaumont Rennes,Multiplex,4bf58dd8d48988d180941735
L'Heure du Jeu - Champs Libres,Rennes,In Balance Spa,Spa,4bf58dd8d48988d1ed941735
L'Heure du Jeu - Champs Libres,Rennes,"Le Saint-Antoine Hotel & Spa, BW Premier Collection",Hotel,4bf58dd8d48988d1fa931735
L'Heure du Jeu - Champs Libres,Rennes,Shamrock,Pub,4bf58dd8d48988d11b941735
L'Heure du Jeu - Champs Libres,Rennes,Kyriad Rennes Centre,Hotel,4bf58dd8d48988d1fa931735
L'Heure du Jeu - Champs Libres,Rennes,Le Café Noir,Brewery,50327c8591d4c4b30a586d5d
L'Heure du Jeu - Champs Libres,Rennes,Sécurité Sociale - CAF,Building,4bf58dd8d48988d130941735
L'Heure du Jeu - Champs Libres,Rennes,Ubu,Concert Hall,5032792091d4c4b30a586d5c
L'Heure du Jeu - Champs Libres,Rennes,Auto-Tamponneuse,Theme Park Ride / Attraction,5109983191d435c0d71c2bb1
L'Heure du Jeu - Champs Libres,Rennes,Association Hospitalière Saint-Hélier  - Pôle de médecine physique et de réadaptation,Medical Center,4bf58dd8d48988d104941735
L'Heure du Jeu - Champs Libres,Rennes,Les Champs Libres,Cultural Center,52e81612bcbc57f1066b7a32
L'Heure du Jeu - Champs Libres,Rennes,Planetarium,Planetarium,4bf58dd8d48988d192941735
L'Heure du Jeu - Champs Libres,Rennes,Caisse Primaire d'Assurances Maladie (CPAM),Government Building,4bf58dd8d48988d126941735
L'Heure du Jeu - Champs Libres,Rennes,Espace des sciences,Science Museum,4bf58dd8d48988d191941735
L'Heure du Jeu - Champs Libres,Rennes,L'Étage,Music Venue,4bf58dd8d48988d1e5931735
L'Heure du Jeu - Champs Libres,Rennes,A l'Affiche,Creperie,52e81612bcbc57f1066b79f2
L'Heure du Jeu - Champs Libres,Rennes,Les Pêcheurs,Seafood Restaurant,4bf58dd8d48988d1ce941735
L'Heure du Jeu - Champs Libres,Rennes,Rue Du Pipi,Trail,4bf58dd8d48988d159941735
L'Heure du Jeu - Champs Libres,Rennes,Timonerie,Bar,4bf58dd8d48988d116941735
L'Heure du Jeu - Champs Libres,Rennes,1001 Pattes,Theme Park Ride / Attraction,5109983191d435c0d71c2bb1
L'Heure du Jeu - Champs Libres,Rennes,Bomber Maxx,Theme Park Ride / Attraction,5109983191d435c0d71c2bb1
L'Heure du Jeu - Champs Libres,Rennes,Inter Hotel Le Sevigne,Hotel,4bf58dd8d48988d1fa931735
L'Heure du Jeu - Champs Libres,Rennes,Oxygen,Theme Park Ride / Attraction,5109983191d435c0d71c2bb1
L'Heure du Jeu - Champs Libres,Rennes,Speed Mouse,Theme Park Ride / Attraction,5109983191d435c0d71c2bb1
L'Heure du Jeu - Champs Libres,Rennes,Top Spin,Theme Park Ride / Attraction,5109983191d435c0d71c2bb1
L'Heure du Jeu - Champs Libres,Rennes,La Carioca,Tapas Restaurant,4bf58dd8d48988d1db931735
L'Heure du Jeu - Champs Libres,Rennes,Centre des Impôts,Government Building,4bf58dd8d48988d126941735
L'Heure du Jeu - Champs Libres,Rennes,Warning,Theme Park Ride / Attraction,5109983191d435c0d71c2bb1
L'Heure du Jeu - Champs Libres,Rennes,Del Arte,Pizza Place,4bf58dd8d48988d1ca941735
L'Heure du Jeu - Champs Libres,Rennes,Bibliothèque Rennes Métropole,Library,4bf58dd8d48988d12f941735
L'Heure du Jeu - Champs Libres,Rennes,ELLUARD,Bakery,4bf58dd8d48988d16a941735
L'Heure du Jeu - Champs Libres,Rennes,Cité Internationale Paul Ricœur,Student Center,4bf58dd8d48988d1ab941735
L'Heure du Jeu - Champs Libres,Rennes,Le Mille Potes,Bar,4bf58dd8d48988d116941735
L'Heure du Jeu - Champs Libres,Rennes,Crêperie Ker Soazig,Creperie,52e81612bcbc57f1066b79f2
L'Heure du Jeu - Champs Libres,Rennes,ESCR Auto Ecole,School,4bf58dd8d48988d13b941735
L'Heure du Jeu - Champs Libres,Rennes,Mixe,Restaurant,4bf58dd8d48988d1c4941735
L'Heure du Jeu - Champs Libres,Rennes,Musée de Bretagne,History Museum,4bf58dd8d48988d190941735
L'Heure du Jeu - Champs Libres,Rennes,Il Basilico,Italian Restaurant,4bf58dd8d48988d110941735
L'Heure du Jeu - Champs Libres,Rennes,Le Wok,Asian Restaurant,4bf58dd8d48988d142941735
L'Heure du Jeu - Champs Libres,Rennes,le fournil de broceliande,French Restaurant,4bf58dd8d48988d10c941735
L'Heure du Jeu - Champs Libres,Rennes,Café Restaurant des Champs Libres,French Restaurant,4bf58dd8d48988d10c941735
L'Heure du Jeu - Champs Libres,Rennes,Le Moon,French Restaurant,4bf58dd8d48988d10c941735
L'Heure du Jeu - Champs Libres,Rennes,Le Bistrot de nos Terroirs,French Restaurant,4bf58dd8d48988d10c941735
L'Heure du Jeu - Champs Libres,Rennes,House Food Chicken,Fried Chicken Joint,4d4ae6fc7a7b7dea34424761
L'Heure du Jeu - Champs Libres,Rennes,Place Paul Ricoeur,Plaza,4bf58dd8d48988d164941735
L'Heure du Jeu - Champs Libres,Rennes,Royal Kebab,Kebab Restaurant,5283c7b4e4b094cb91ec88d7
L'Heure du Jeu - Champs Libres,Rennes,Appart' Rennes BnB 2 - Centre Gare,Bed & Breakfast,4bf58dd8d48988d1f8931735
L'Heure du Jeu - Champs Libres,Rennes,Hôtel-Restaurant Le Victoria,Resort,4bf58dd8d48988d12f951735
L'Heure du Jeu - Champs Libres,Rennes,Muséocube,Event Space,4bf58dd8d48988d171941735
L'Heure du Jeu - Champs Libres,Rennes,Le Select,Bar,4bf58dd8d48988d116941735
L'Heure du Jeu - Champs Libres,Rennes,Lancelot,Pub,4bf58dd8d48988d11b941735
L'Heure du Jeu - Champs Libres,Rennes,France Bleu Armorique,Radio Station,5032856091d4c4b30a586d63
L'Heure du Jeu - Champs Libres,Rennes,L'Orange Bleue,Gym / Fitness Center,4bf58dd8d48988d175941735
L'Heure du Jeu - Champs Libres,Rennes,Rent A Car,Rental Car Location,4bf58dd8d48988d1ef941735
L'Heure du Jeu - Champs Libres,Rennes,CRIJ Bretagne - 4BIS,Event Space,4bf58dd8d48988d171941735
L'Heure du Jeu - Champs Libres,Rennes,Gatsby Club,Nightclub,4bf58dd8d48988d11f941735
L'Heure du Jeu - Champs Libres,Rennes,Rotor,Theme Park Ride / Attraction,5109983191d435c0d71c2bb1
L'Heure du Jeu - Champs Libres,Rennes,La Fée Cabosse,Candy Store,4bf58dd8d48988d117951735
L'Heure du Jeu - Champs Libres,Rennes,phillipe coiffure,Salon / Barbershop,4bf58dd8d48988d110951735
L'Heure du Jeu - Champs Libres,Rennes,Tombé Sur La Tête,Cosmetics Shop,4bf58dd8d48988d10c951735
L'Heure du Jeu - Champs Libres,Rennes,L'Avrest,Brewery,50327c8591d4c4b30a586d5d
L'Heure du Jeu - Champs Libres,Rennes,Dentiste,Dentist's Office,4bf58dd8d48988d178941735
L'Heure du Jeu - Champs Libres,Rennes,Ty Bull Tome 2,Bookstore,4bf58dd8d48988d114951735
L'Heure du Jeu - Champs Libres,Rennes,Day by Day,Grocery Store,4bf58dd8d48988d118951735
L'Heure du Jeu - Champs Libres,Rennes,Lamotte Constructeur,Office,4bf58dd8d48988d124941735
L'Heure du Jeu - Champs Libres,Rennes,École Élémentaire Liberté,Elementary School,4f4533804b9074f6e4fb0105
L'Heure du Jeu - Champs Libres,Rennes,DRFIP - finances publiques,Government Building,4bf58dd8d48988d126941735
L'Heure du Jeu - Champs Libres,Rennes,Gym,Stadium,4bf58dd8d48988d184941735
L'Heure du Jeu - Champs Libres,Rennes,cabinet dentaire,Dentist's Office,4bf58dd8d48988d178941735
L'Heure du Jeu - Champs Libres,Rennes,Bistrot La Timonerie,French Restaurant,4bf58dd8d48988d10c941735
L'Heure du Jeu - Champs Libres,Rennes,ECSR,School,4bf58dd8d48988d13b941735
L'Heure du Jeu - Champs Libres,Rennes,Zelal,Greek Restaurant,4bf58dd8d48988d10e941735
L'Heure du Jeu - Champs Libres,Rennes,France 3 Bretagne,TV Station,52e81612bcbc57f1066b7a31
L'Heure du Jeu - Champs Libres,Rennes,Le Zola,French Restaurant,4bf58dd8d48988d10c941735
L'Heure du Jeu - Champs Libres,Rennes,bapu,Doctor's Office,4bf58dd8d48988d177941735
L'Heure du Jeu - Champs Libres,Rennes,Café Des Feuilles,Restaurant,4bf58dd8d48988d1c4941735
L'Heure du Jeu - Champs Libres,Rennes,La Parenthèse,French Restaurant,4bf58dd8d48988d10c941735
L'Heure du Jeu - Champs Libres,Rennes,Timberland,Shoe Store,4bf58dd8d48988d107951735
L'Heure du Jeu - Champs Libres,Rennes,gaelle's flat,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
L'Heure du Jeu - Champs Libres,Rennes,Cabinet Médical,Doctor's Office,4bf58dd8d48988d177941735
L'Heure du Jeu - Champs Libres,Rennes,Caisse d'Allocations Familiales,Government Building,4bf58dd8d48988d126941735
L'Heure du Jeu - Champs Libres,Rennes,Speakeasy,Bar,4bf58dd8d48988d116941735
L'Heure du Jeu - Champs Libres,Rennes,Agence BNP Paribas,Bank,4bf58dd8d48988d10a951735
L'Heure du Jeu - Champs Libres,Rennes,Umgo création,Men's Store,4bf58dd8d48988d106951735
L'Heure du Jeu - Champs Libres,Rennes,4CA7,Coworking Space,4bf58dd8d48988d174941735
L'Heure du Jeu - Champs Libres,Rennes,IQS (I quit smoking),Smoke Shop,4bf58dd8d48988d123951735
L'Heure du Jeu - Champs Libres,Rennes,Rennes Sur Roulettes,General Entertainment,4bf58dd8d48988d1f1931735
L'Heure du Jeu - Champs Libres,Rennes,abibois,Building,4bf58dd8d48988d130941735
L'Heure du Jeu - Champs Libres,Rennes,Pharmacie Pipet,Pharmacy,4bf58dd8d48988d10f951735
